,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA
31518,2020,PA,VEREADOR,ALLEXIA PENICHE FERNANDES,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
31523,2020,PB,VICE-PREFEITO,ANNY MIRELLY LOPES CASIMIRO,APTO,DEFERIDO,PODEMOS,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
31608,2020,SP,VEREADOR,MAURI FEITOSA SILVA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23,MASCULINO,SUPERIOR COMPLETO,BRANCA,163307.42,DEFERIDO,PENDENTE DE JULGAMENTO
31610,2020,MG,VEREADOR,VITÓRIA CORDEIRO ALVES,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,50907.47,DEFERIDO,PENDENTE DE JULGAMENTO
31691,2020,SP,VEREADOR,LEANDRO SOARES DOS SANTOS,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,SUPERIOR COMPLETO,PARDA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
31854,2020,SP,VEREADOR,FABIO DA SILVA RODRIGUES DE LIMA,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
31872,2020,PA,VEREADOR,JOSIEL PEREIRA LIMA,APTO,DEFERIDO,AVANTE,25,MASCULINO,SUPERIOR INCOMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
31873,2020,MG,VEREADOR,RAFAELA SILVA SOUZA SUTÉRIO,APTO,DEFERIDO,REPUBLICANOS,24,FEMININO,SUPERIOR INCOMPLETO,BRANCA,692183.02,DEFERIDO,PENDENTE DE JULGAMENTO
32255,2020,RJ,VEREADOR,JOYCE DOS SANTOS MORAES,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,24,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,52177.27,DEFERIDO,PENDENTE DE JULGAMENTO
32904,2020,MG,VEREADOR,NAIARA FERREIRA DA SILVA,APTO,DEFERIDO,AVANTE,22,FEMININO,SUPERIOR INCOMPLETO,PARDA,19190.07,DEFERIDO,PENDENTE DE JULGAMENTO
32913,2020,MG,VICE-PREFEITO,ELOI GONÇALVES DE OLIVEIRA PEIXOTO NETO,APTO,DEFERIDO,DEMOCRATAS,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
33172,2020,MG,VEREADOR,BRUNA APARECIDA CALDEIRA DE OLIVEIRA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,50907.47,DEFERIDO,PENDENTE DE JULGAMENTO
33173,2020,CE,VEREADOR,JOSÉ IVANILDO TEODOSIO DA SILVA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
33335,2020,PA,VEREADOR,POLIANA EVELIN VIEIRA DA SILVA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
33448,2020,GO,VEREADOR,CAROLINE STEFANY SILVA,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,92227.54,DEFERIDO,PENDENTE DE JULGAMENTO
33864,2020,SP,VEREADOR,ARYADNE FERREIRA SIMÕES,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,FEMININO,SUPERIOR INCOMPLETO,PRETA,26215.48,DEFERIDO,PENDENTE DE JULGAMENTO
33993,2020,PR,VEREADOR,ALEX DIAS DE OLIVEIRA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34063,2020,MG,VEREADOR,ANA CRISTINA DOS REIS,APTO,DEFERIDO,DEMOCRATAS,19,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34122,2020,SP,VEREADOR,RAPHAEL ZAMPOLI DE ALMEIDA GOMES DA ROCHA,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,29,MASCULINO,SUPERIOR COMPLETO,PARDA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
34128,2020,SP,PREFEITO,MARCELO ARMANI,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,202180.64,DEFERIDO,PENDENTE DE JULGAMENTO
34186,2020,MG,VEREADOR,ADRIANO BARROS SANTOS,APTO,DEFERIDO,PODEMOS,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34225,2020,BA,VEREADOR,CAMILA SOUZA SILVA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34256,2020,RJ,VEREADOR,LUCIANO ROBERTO DOS SANTOS DE SOUZA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,PRETA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
34296,2020,MG,VEREADOR,SINARA DE FATIMA DOS SANTOS ROCHA,APTO,DEFERIDO,PARTIDO LIBERAL,27,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34297,2020,MA,VEREADOR,JOANDERSON NUNES DA SILVEIRA,APTO,PENDENTE DE JULGAMENTO,REPUBLICANOS,22,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,20105.74,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
34355,2020,PB,VEREADOR,DENISE FERREIRA DO NASCIMENTO,APTO,DEFERIDO,AVANTE,21,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34356,2020,AM,VEREADOR,VALDEJANE TOMAZ DA SILVA,APTO,DEFERIDO COM RECURSO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,SUPERIOR COMPLETO,INDÍGENA,12307.75,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
34445,2020,PB,VEREADOR,ANDREW DE MELO SALES,APTO,DEFERIDO,PROGRESSISTAS,22,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34463,2020,MG,VEREADOR,KARINE RAFAELA DIAS DO CARMO,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,692183.02,DEFERIDO,PENDENTE DE JULGAMENTO
34494,2020,SP,VEREADOR,THIAGO FREITAS DA SILVA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
34691,2020,AL,VEREADOR,RISONETE TEODOSIO MARQUES,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
34692,2020,MA,VEREADOR,PAULO EDUARDO DA SILVA,APTO,DEFERIDO,CIDADANIA,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,76080.84,DEFERIDO,PENDENTE DE JULGAMENTO
34768,2020,BA,VEREADOR,JANAINA GOMES BRAGA,APTO,DEFERIDO,PODEMOS,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
34865,2020,RJ,VEREADOR,THAYNÁ DA SILVA FERREIRA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,348731.67,DEFERIDO,PENDENTE DE JULGAMENTO
35542,2020,SP,VEREADOR,IZABELA VIEIRA DA SILVA,APTO,INDEFERIDO COM RECURSO,PARTIDO DOS TRABALHADORES,18,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,52859.48,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
35674,2020,PA,VEREADOR,MELRYAN FERNANDA SERRÃO DE MORAES,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,18,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
35675,2020,GO,PREFEITO,WILSON CARVALHO BARROSO FILHO,APTO,DEFERIDO COM RECURSO,DEMOCRATAS,21,MASCULINO,SUPERIOR INCOMPLETO,PARDA,1565874.65,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
35709,2020,GO,VEREADOR,GUIOMAR FERREIRA VENANCIO NETO,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
35885,2020,MG,VEREADOR,NAHIA MANSUR SANTOS HAMDAN,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
35916,2020,SP,VEREADOR,JONAS NOVAIS DE SOUZA,APTO,DEFERIDO,PATRIOTA,24,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
36153,2020,PB,VEREADOR,MARIA DA CONCEIÇÃO SILVERIO,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,FEMININO,LÊ E ESCREVE,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
36179,2020,PE,VEREADOR,EDUARDO FELIPE BANDEIRA SANTOS,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,26,MASCULINO,SUPERIOR COMPLETO,PRETA,60903.05,DEFERIDO,PENDENTE DE JULGAMENTO
36237,2020,SP,VEREADOR,JHONATAN DE SOUZA MORAES,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
36524,2020,RJ,VEREADOR,GABRIEL BIANQUE DE CARVALHO,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
36599,2020,MA,VEREADOR,ANDRÉ DE MORAIS DE SOUZA,APTO,PENDENTE DE JULGAMENTO,PARTIDO COMUNISTA DO BRASIL,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,43199.72,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
36717,2020,SP,VEREADOR,GUSTAVO ALMEIDA REZENDE,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
36960,2020,PA,VEREADOR,DEVERSON AMARAL AMOEDO,APTO,DEFERIDO,AVANTE,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,DEFERIDO,PENDENTE DE JULGAMENTO
36961,2020,CE,PREFEITO,MARIA IZABEL JOVINO SILVA DONATO CHAVES,APTO,DEFERIDO,PARTIDO LIBERAL,27,FEMININO,SUPERIOR COMPLETO,PARDA,368001.97,DEFERIDO,PENDENTE DE JULGAMENTO
37090,2020,SP,VEREADOR,BRUNO GARCIA NOGUEIRA SOARES,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,18754.38,DEFERIDO,PENDENTE DE JULGAMENTO
37159,2020,SP,VEREADOR,KARINA XAVIER DA SILVA,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,21,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
37185,2020,MG,VEREADOR,YANCA FERREIRA DA SILVA,APTO,DEFERIDO,PARTIDO VERDE,23,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,50907.47,DEFERIDO,PENDENTE DE JULGAMENTO
37186,2020,GO,VICE-PREFEITO,BRUNA LARA DE PAULA,APTO,DEFERIDO,DEMOCRATAS,27,FEMININO,SUPERIOR COMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
37187,2020,MG,VEREADOR,LUCIANA MARIA DE MELO MALTA,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,43201.44,DEFERIDO,PENDENTE DE JULGAMENTO
37273,2020,RS,VEREADOR,CRISTIAN HENRIQUE DA SILVA,APTO,DEFERIDO,PODEMOS,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,27786.5,DEFERIDO,PENDENTE DE JULGAMENTO
37315,2020,CE,VEREADOR,NAIARA MARIA SANTANA XAVIER,APTO,DEFERIDO,DEMOCRATAS,19,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,524050.7,DEFERIDO,PENDENTE DE JULGAMENTO
37316,2020,SP,VEREADOR,IAGO MELO DE SOUZA,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
37395,2020,MT,VEREADOR,INDIANARA VIVIANE FERREIRA CHEREMETA,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,21265.99,DEFERIDO,PENDENTE DE JULGAMENTO
37412,2020,SP,VEREADOR,JOÃO PAULO RODRIGUES DA ROCHA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,31596.6,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
37737,2020,SP,VEREADOR,ANDERSON JOSÉ DE TOLEDO DE ARAUJO,APTO,DEFERIDO,PARTIDO VERDE,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,31596.6,DEFERIDO,PENDENTE DE JULGAMENTO
38287,2020,MG,VICE-PREFEITO,TIAGO DE OLIVEIRA BARBOSA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,,DEFERIDO,PENDENTE DE JULGAMENTO
38296,2020,SP,VEREADOR,RAFAEL DA SILVA TOMAS,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
38303,2020,PB,VEREADOR,MARIA PATRICIA  FERREIRA DA SILVA,APTO,DEFERIDO,REPUBLICANOS,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
38394,2020,ES,VEREADOR,MARIA EDUARDA BELO DA SILVA OLIVEIRA,APTO,DEFERIDO,PROGRESSISTAS,20,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
38575,2020,AL,VEREADOR,RAQUEL DA SILVA VIEIRA,APTO,DEFERIDO,REPUBLICANOS,29,FEMININO,SUPERIOR INCOMPLETO,BRANCA,33425.19,DEFERIDO,PENDENTE DE JULGAMENTO
38576,2020,RJ,VICE-PREFEITO,ANDRÉ LUIS BASTOS CORRÊA,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
38643,2020,MG,VEREADOR,JOÃO MARCOS OTONI SEABRA DE SOUZA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,MASCULINO,SUPERIOR INCOMPLETO,PARDA,19450.42,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
38807,2020,PB,VEREADOR,RISOLENE MOUREIRA DE OLIVEIRA,APTO,DEFERIDO,DEMOCRATAS,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
39284,2020,GO,VEREADOR,JORDANA SOUZA FAUSTO,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,FEMININO,LÊ E ESCREVE,PRETA,18501.59,DEFERIDO,PENDENTE DE JULGAMENTO
39414,2020,CE,VEREADOR,JESSIKA MENDES DOMINGOS,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,46082.37,DEFERIDO,PENDENTE DE JULGAMENTO
39438,2020,SP,VEREADOR,EDSON NILO DOS SANTOS JUNIOR,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,91598.62,DEFERIDO,PENDENTE DE JULGAMENTO
39444,2020,PA,VEREADOR,GABRIELA SAMPAIO NUNES,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
39470,2020,AL,VICE-PREFEITO,LEYSIANE DIONIZIO DA SILVA,APTO,DEFERIDO,PARTIDO VERDE,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,,DEFERIDO,PENDENTE DE JULGAMENTO
39471,2020,AP,VEREADOR,ELEAIDE PALHETA DA SILVA,APTO,DEFERIDO,PODEMOS,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,21333.19,DEFERIDO,PENDENTE DE JULGAMENTO
39517,2020,RJ,VEREADOR,JORGE RENAN SOUZA BARBOSA,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,35948.89,DEFERIDO,PENDENTE DE JULGAMENTO
39543,2020,MG,VEREADOR,ISADORA CRISTINA MARTINS,APTO,DEFERIDO,CIDADANIA,25,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
39566,2020,RJ,VEREADOR,TARCÍSIO PLÍNIO DOS SANTOS AMORIM,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
39567,2020,PB,VEREADOR,HERICA DIAS DE LIMA,APTO,DEFERIDO,DEMOCRATAS,18,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
39582,2020,MG,VEREADOR,ERIVALDO OLIVEIRA SILVA,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
39711,2020,SP,VEREADOR,GABRIELLE LOPES DA COSTA,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,22,FEMININO,LÊ E ESCREVE,SEM INFORMAÇÃO,164003.69,DEFERIDO,PENDENTE DE JULGAMENTO
39818,2020,PE,VEREADOR,TONI WESLEY TORRES FERREIRA,APTO,DEFERIDO,AVANTE,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,131218.52,DEFERIDO,PENDENTE DE JULGAMENTO
39885,2020,MG,PREFEITO,MIGUEL FELIPE FERREIRA DE OLIVEIRA,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
40048,2020,PA,VEREADOR,RONALDO VIEIRA SIQUEIRA,APTO,DEFERIDO,AVANTE,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,49904.2,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
40139,2020,AM,VEREADOR,KARI SILVA DOS SANTOS,APTO,PENDENTE DE JULGAMENTO,PARTIDO VERDE,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,20298.53,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
40248,2020,AL,VEREADOR,VIVIANE DIONIZIO COSTA,APTO,DEFERIDO,PARTIDO VERDE,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
40255,2020,PB,VEREADOR,JOSE BATISTA SERAFIM DA SILVA FILHO,APTO,DEFERIDO,DEMOCRATAS,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,23662.23,DEFERIDO,PENDENTE DE JULGAMENTO
40885,2020,BA,VEREADOR,JOSE ROBERTO SANTOS JUNIOR,APTO,DEFERIDO,AVANTE,29,MASCULINO,LÊ E ESCREVE,PRETA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
41154,2020,AL,VEREADOR,GUSTAVO LOBATO CAMPOS,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,MASCULINO,SUPERIOR COMPLETO,PARDA,28607.81,DEFERIDO,PENDENTE DE JULGAMENTO
41167,2020,RJ,VEREADOR,JOAO PEDRO DA SILVA ANTUNES,APTO,INDEFERIDO COM RECURSO,PARTIDO SOCIALISTA BRASILEIRO,25,MASCULINO,SUPERIOR COMPLETO,PARDA,294898.68,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
41175,2020,RJ,VEREADOR,FELIPE MOTA DOS SANTOS,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,SUPERIOR COMPLETO,PARDA,294898.68,DEFERIDO,PENDENTE DE JULGAMENTO
41176,2020,SC,VEREADOR,BRUNO ALEXANDRE,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
41246,2020,GO,VEREADOR,LARISSA GONÇALVES ROSA,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,21,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,30154.2,DEFERIDO,PENDENTE DE JULGAMENTO
41282,2020,AM,PREFEITO,PAULO RUAN PORTELA MATTOS,APTO,DEFERIDO,PARTIDO LIBERAL,25,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,123077.42,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
41302,2020,MA,VEREADOR,ADRIANA FERREIRA ARAÚJO,APTO,DEFERIDO,DEMOCRATAS,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,19861.69,DEFERIDO,PENDENTE DE JULGAMENTO
41487,2020,AM,VEREADOR,JULIA MARQUES BEZERRA,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,19,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,PENDENTE DE JULGAMENTO
41488,2020,RJ,VEREADOR,ANA CAROLINA MELO DE OLIVEIRA,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,40572.53,DEFERIDO,PENDENTE DE JULGAMENTO
41502,2020,SP,VEREADOR,NATANAEL NICOLAS DE MORAES CARDOSO,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,701644.03,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
41534,2020,SP,VEREADOR,DOUGLAS WILLIAN VICTORINO,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,701644.03,DEFERIDO,PENDENTE DE JULGAMENTO
41618,2020,SP,VEREADOR,LEANDRO DANTAS DE SOUSA,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
41778,2020,SP,VEREADOR,RAPHAEL DA SILVA CRUZ,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,SUPERIOR COMPLETO,PRETA,216278.29,DEFERIDO,PENDENTE DE JULGAMENTO
41796,2020,SP,VEREADOR,ANDRESSA SILVA DE OLIVEIRA,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,FEMININO,ENSINO MÉDIO INCOMPLETO,BRANCA,163307.42,DEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
41897,2020,ES,VEREADOR,ANA PAULA DA SILVA ALVES,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,28736.34,DEFERIDO,PENDENTE DE JULGAMENTO
41927,2020,AM,VEREADOR,ROZIANE CRISPIM FIGUEIRA,APTO,PENDENTE DE JULGAMENTO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,27001.96,PENDENTE DE JULGAMENTO,PENDENTE DE JULGAMENTO
42289,2020,RJ,VEREADOR,MARIA EDUARDA AZEVEDO NOLASCO,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,39515.65,DEFERIDO,PENDENTE DE JULGAMENTO
42505,2020,SP,VEREADOR,RAYSSA JUNIA LOPES DOS SANTOS,APTO,DEFERIDO,AVANTE,18,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,177370.86,DEFERIDO,PENDENTE DE JULGAMENTO
42596,2020,RJ,VEREADOR,VANDERSON DE JESUS BISPO,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,294898.68,INDEFERIDO COM RECURSO,PENDENTE DE JULGAMENTO
